Month,Place_Type,Climate,Trip_Duration_Days,Companions,Interest,Budget_Thousand_INR
December,Beach,Hot,10,o,Relaxation,18.15
May,Wildlife,Hot,1,o,Shopping,20.37
January,Historical,Hot,2,o,Food,13.11
March,Beach,Hot,14,o,Culture,20.97
December,Wildlife,Moderate,2,o,Adventure,15.4
April,Beach,Hot,3,o,Culture,17.3
July,Historical,Hot,14,o,Food,9.11
July,Religious,Moderate,5,o,Relaxation,14.24
January,City,Moderate,5,o,Food,15.83
January,City,Moderate,2,o,Adventure,14.46
October,Historical,Hot,7,o,Adventure,15.22
December,Hill Station,Cold,2,o,Adventure,16.06
November,City,Moderate,2,o,Food,10.38
August,Wildlife,Hot,6,o,Culture,16.62
August,Religious,Moderate,5,o,Culture,13.54
December,Historical,Hot,4,o,Food,11.65
December,Beach,Moderate,6,o,Adventure,18.85
June,Historical,Hot,7,o,Shopping,10.88
March,Historical,Hot,3,o,Shopping,17.55
January,Religious,Moderate,3,o,Shopping,10.69
July,City,Moderate,6,o,Relaxation,11.1
March,Hill Station,Cold,3,o,Relaxation,15.6
July,Beach,Hot,10,o,Adventure,21.83
April,Beach,Hot,1,o,Culture,18.95
May,Historical,Hot,14,o,Relaxation,5.34
August,City,Moderate,10,o,Relaxation,17.11
August,Historical,Hot,1,o,Relaxation,8.74
June,City,Moderate,10,o,Adventure,16.77
April,Wildlife,Moderate,14,o,Relaxation,19.84
August,Historical,Hot,1,o,Shopping,9.72
November,City,Moderate,5,o,Culture,11.88
February,Religious,Moderate,3,o,Food,10.03
December,Wildlife,Hot,6,o,Culture,17.33
October,Religious,Moderate,10,o,Culture,5.66
June,Hill Station,Cold,7,o,Shopping,8.31
December,Beach,Hot,4,o,Culture,18.34
September,City,Moderate,6,o,Culture,15.09
March,Wildlife,Hot,6,o,Relaxation,17.93
October,Religious,Moderate,4,o,Food,6.26
August,Beach,Hot,1,o,Food,21.66
March,City,Moderate,6,o,Shopping,15.04
October,Hill Station,Cold,5,o,Shopping,14.36
April,Hill Station,Cold,5,o,Shopping,18.54
January,Religious,Moderate,10,o,Culture,8.37
June,Beach,Hot,6,o,Adventure,20.3
March,Wildlife,Hot,5,o,Food,15.52
October,City,Moderate,14,o,Culture,11.51
October,Beach,Hot,2,o,Food,20.37
September,City,Moderate,14,o,Relaxation,11.12
July,City,Moderate,1,o,Shopping,13.29
March,City,Moderate,5,o,Relaxation,11.22
February,Hill Station,Moderate,6,o,Shopping,11.53
November,Historical,Hot,7,o,Shopping,8.0
August,Wildlife,Hot,6,o,Food,19.24
May,Hill Station,Cold,4,o,Shopping,19.2
March,Religious,Moderate,3,o,Culture,13.53
January,City,Moderate,6,o,Adventure,16.49
March,Wildlife,Moderate,6,o,Culture,14.39
January,Religious,Moderate,7,o,Food,9.97
March,Religious,Moderate,6,o,Shopping,12.15
June,Wildlife,Hot,1,o,Culture,14.59
August,Wildlife,Hot,2,o,Relaxation,13.56
February,Hill Station,Cold,14,o,Relaxation,16.4
June,Beach,Moderate,6,o,Adventure,25.6
June,City,Moderate,2,o,Shopping,16.73
January,Historical,Hot,14,o,Food,14.12
September,Historical,Hot,2,o,Relaxation,14.94
February,Beach,Moderate,5,o,Relaxation,18.62
November,Beach,Hot,14,o,Adventure,22.27
August,Hill Station,Cold,1,o,Relaxation,11.42
March,Hill Station,Moderate,3,o,Relaxation,15.86
July,Wildlife,Moderate,7,o,Culture,16.9
January,Hill Station,Moderate,7,o,Shopping,10.22
April,Wildlife,Moderate,1,o,Adventure,18.26
August,Beach,Hot,1,o,Food,18.27
June,City,Moderate,14,o,Food,9.29
March,Beach,Hot,14,o,Relaxation,22.03
September,Hill Station,Cold,6,o,Culture,19.4
April,Wildlife,Moderate,5,o,Relaxation,18.62
May,City,Moderate,7,o,Culture,6.49
January,Hill Station,Moderate,10,o,Shopping,11.42
March,Wildlife,Moderate,2,o,Relaxation,14.12
December,Hill Station,Cold,4,o,Adventure,10.94
October,Beach,Hot,5,o,Relaxation,19.36
November,City,Moderate,4,o,Adventure,14.14
September,Wildlife,Hot,1,o,Relaxation,17.88
March,City,Moderate,6,o,Relaxation,10.77
December,Beach,Moderate,6,o,Shopping,21.97
March,Historical,Hot,10,o,Food,11.79
February,Historical,Hot,2,o,Relaxation,8.44
January,Hill Station,Cold,1,o,Food,18.17
August,City,Moderate,7,o,Culture,11.28
January,Religious,Moderate,6,o,Adventure,10.17
December,Beach,Hot,6,o,Shopping,19.47
November,Hill Station,Moderate,1,o,Shopping,12.26
May,City,Moderate,3,o,Adventure,9.57
February,City,Moderate,1,o,Relaxation,14.62
February,Historical,Hot,2,o,Adventure,16.04
October,Religious,Moderate,14,o,Shopping,7.22
December,City,Moderate,10,o,Adventure,18.92
February,Hill Station,Cold,7,o,Relaxation,16.25
January,Religious,Moderate,10,o,Adventure,6.84
March,Historical,Hot,1,o,Shopping,14.29
May,Wildlife,Moderate,5,o,Adventure,19.92
May,Religious,Moderate,1,o,Relaxation,10.67
April,Religious,Moderate,10,o,Relaxation,14.65
July,Hill Station,Moderate,14,o,Food,15.76
December,Religious,Moderate,1,o,Relaxation,12.5
October,City,Moderate,6,o,Adventure,10.36
March,Historical,Hot,6,o,Food,14.23
September,Religious,Moderate,3,o,Food,9.09
March,City,Moderate,7,o,Shopping,13.65
May,City,Moderate,3,o,Culture,12.09
July,Religious,Moderate,6,o,Food,10.34
May,Historical,Hot,3,o,Food,14.3
August,City,Moderate,14,o,Shopping,9.88
June,Religious,Moderate,14,o,Adventure,16.84
June,Religious,Moderate,14,o,Food,5.54
March,Religious,Moderate,4,o,Food,9.21
July,Religious,Moderate,2,o,Adventure,12.11
February,Wildlife,Moderate,1,o,Food,18.75
November,City,Moderate,6,o,Relaxation,12.62
December,Historical,Hot,6,o,Culture,11.29
November,Wildlife,Hot,7,o,Food,21.18
December,Beach,Hot,2,o,Shopping,22.52
December,Beach,Hot,4,o,Relaxation,19.76
February,Religious,Moderate,10,o,Food,10.1
April,Beach,Hot,7,o,Culture,20.83
November,City,Moderate,2,o,Food,12.09
January,Beach,Hot,5,o,Adventure,16.79
November,Hill Station,Cold,2,o,Relaxation,20.16
February,Hill Station,Cold,7,o,Shopping,17.38
December,City,Moderate,5,o,Adventure,11.29
April,City,Moderate,5,o,Culture,15.56
October,Historical,Hot,1,o,Food,8.31
August,Religious,Moderate,6,o,Adventure,15.36
December,City,Moderate,10,o,Culture,13.04
December,Historical,Hot,6,o,Shopping,10.21
July,Religious,Moderate,1,o,Adventure,10.1
May,Historical,Hot,14,o,Shopping,14.43
December,Hill Station,Cold,2,o,Relaxation,13.25
April,Historical,Hot,10,o,Culture,11.24
September,Hill Station,Moderate,10,o,Culture,13.01
January,Beach,Hot,3,o,Adventure,16.44
August,Wildlife,Hot,2,o,Food,16.1
May,Wildlife,Hot,7,o,Shopping,15.98
October,Wildlife,Moderate,2,o,Culture,16.48
August,Religious,Moderate,5,o,Relaxation,11.63
October,Beach,Moderate,6,o,Culture,17.05
February,Historical,Hot,4,o,Relaxation,15.68
January,Historical,Hot,7,o,Relaxation,11.97
January,Religious,Moderate,5,o,Shopping,16.33
November,Beach,Hot,10,o,Culture,18.62
February,Beach,Hot,3,o,Adventure,24.09
October,Beach,Hot,1,o,Food,15.86
December,Historical,Hot,7,o,Culture,13.64
February,Hill Station,Moderate,7,o,Food,8.49
July,Historical,Hot,14,o,Culture,16.04
February,Religious,Moderate,2,o,Adventure,10.67
July,City,Moderate,14,o,Shopping,17.12
January,Beach,Hot,3,o,Adventure,19.05
August,Hill Station,Moderate,14,o,Relaxation,20.19
February,City,Moderate,3,o,Shopping,8.57
September,Wildlife,Hot,1,o,Adventure,13.72
May,Beach,Hot,3,o,Relaxation,19.24
June,Religious,Moderate,1,o,Adventure,8.8
September,Wildlife,Hot,5,o,Adventure,14.99
March,Wildlife,Moderate,6,o,Culture,13.24
April,Beach,Moderate,10,o,Relaxation,20.07
February,Historical,Hot,3,o,Relaxation,16.33
November,Historical,Hot,3,o,Relaxation,10.46
August,Wildlife,Moderate,14,o,Adventure,13.49
November,Hill Station,Cold,7,o,Relaxation,21.82
May,Religious,Moderate,7,o,Relaxation,10.95
June,Hill Station,Moderate,7,o,Adventure,14.68
July,Hill Station,Cold,10,o,Culture,12.34
August,Wildlife,Hot,14,o,Relaxation,19.32
October,Historical,Hot,14,o,Relaxation,7.93
July,City,Moderate,1,o,Adventure,14.24
February,Historical,Hot,3,o,Food,13.92
May,Religious,Moderate,7,o,Culture,7.05
May,City,Moderate,14,o,Culture,12.08
August,Wildlife,Moderate,14,o,Culture,20.6
December,Historical,Hot,14,o,Food,13.16
June,Religious,Moderate,2,o,Shopping,13.51
September,Religious,Moderate,14,o,Culture,8.96
November,Wildlife,Moderate,5,o,Culture,8.26
September,City,Moderate,4,o,Food,8.61
October,City,Moderate,4,o,Relaxation,16.94
June,City,Moderate,14,o,Relaxation,12.98
May,Religious,Moderate,7,o,Culture,11.53
March,Religious,Moderate,5,o,Food,19.31
September,Beach,Moderate,6,o,Food,18.22
September,Beach,Moderate,3,o,Food,25.25
April,Hill Station,Cold,6,o,Relaxation,13.83
April,Beach,Hot,7,o,Culture,19.52
August,Historical,Hot,14,o,Food,7.88
October,City,Moderate,2,o,Culture,13.85
September,City,Moderate,7,o,Shopping,12.48
May,Hill Station,Cold,10,o,Relaxation,15.14
October,Historical,Hot,7,o,Food,13.87
July,Beach,Hot,10,o,Adventure,16.78
July,Wildlife,Moderate,7,o,Shopping,17.37
March,City,Moderate,2,o,Relaxation,13.74
February,City,Moderate,5,o,Adventure,10.59
February,Hill Station,Cold,7,o,Relaxation,12.93
January,Beach,Hot,1,o,Food,22.06
December,Hill Station,Cold,5,o,Food,15.59
April,City,Moderate,4,o,Relaxation,14.2
June,Wildlife,Hot,4,o,Food,14.43
October,Beach,Moderate,6,o,Food,20.11
April,Beach,Hot,14,o,Shopping,21.96
February,Wildlife,Moderate,5,o,Relaxation,12.11
April,Historical,Hot,7,o,Adventure,8.23
October,Beach,Hot,3,o,Shopping,22.19
February,Beach,Hot,1,o,Culture,23.1
October,Beach,Moderate,7,o,Shopping,24.69
February,Historical,Hot,2,o,Relaxation,11.31
March,Historical,Hot,7,o,Shopping,10.27
September,Wildlife,Moderate,5,o,Adventure,19.69
September,Beach,Hot,6,o,Shopping,23.39
September,City,Moderate,7,o,Shopping,10.61
March,Historical,Hot,2,o,Culture,9.15
July,Wildlife,Hot,4,o,Relaxation,13.19
July,Beach,Hot,5,o,Culture,16.26
July,Beach,Hot,10,o,Relaxation,19.12
August,Hill Station,Cold,1,o,Adventure,15.81
July,Historical,Hot,1,o,Culture,13.53
July,Historical,Hot,2,o,Shopping,15.82
April,Historical,Hot,5,o,Culture,12.38
March,City,Moderate,3,o,Shopping,11.59
July,Beach,Hot,6,o,Adventure,23.86
December,Hill Station,Moderate,3,o,Adventure,13.12
February,Hill Station,Cold,14,o,Culture,14.63
May,City,Moderate,3,o,Relaxation,14.76
April,Historical,Hot,7,o,Relaxation,11.72
February,City,Moderate,4,o,Food,17.67
November,Hill Station,Moderate,3,o,Food,13.17
March,City,Moderate,4,o,Shopping,14.78
December,Hill Station,Moderate,2,o,Food,13.61
March,Hill Station,Moderate,14,o,Culture,17.31
June,Hill Station,Cold,3,o,Food,15.38
January,Beach,Hot,6,o,Relaxation,16.47
January,Beach,Hot,14,o,Food,20.11
March,Wildlife,Hot,3,o,Shopping,16.18
March,Hill Station,Cold,4,o,Relaxation,8.9
May,Wildlife,Hot,10,o,Food,23.34
December,Beach,Hot,2,o,Relaxation,20.1
November,Religious,Moderate,1,o,Relaxation,16.99
January,Hill Station,Moderate,5,o,Relaxation,11.43
September,Historical,Hot,14,o,Shopping,11.85
August,Religious,Moderate,14,o,Food,7.86
September,City,Moderate,7,o,Culture,14.42
January,Beach,Moderate,4,o,Relaxation,16.75
February,Hill Station,Moderate,7,o,Culture,16.07
June,Historical,Hot,1,o,Culture,9.63
January,City,Moderate,4,o,Relaxation,13.1
October,Historical,Hot,3,o,Shopping,7.9
April,Religious,Moderate,3,o,Shopping,13.1
May,Hill Station,Moderate,10,o,Shopping,5.7
June,Historical,Hot,4,o,Shopping,12.39
January,Historical,Hot,4,o,Shopping,10.34
June,Beach,Hot,1,o,Culture,21.15
November,City,Moderate,7,o,Shopping,10.4
September,Hill Station,Cold,14,o,Culture,15.29
February,Historical,Hot,6,o,Shopping,13.75
September,City,Moderate,3,o,Culture,11.89
December,Hill Station,Cold,14,o,Relaxation,13.4
September,City,Moderate,4,o,Adventure,13.88
August,Religious,Moderate,7,o,Adventure,6.51
October,City,Moderate,6,o,Culture,16.84
September,City,Moderate,2,o,Adventure,11.0
September,Historical,Hot,1,o,Shopping,14.17
July,Religious,Moderate,6,o,Relaxation,7.19
March,Religious,Moderate,3,o,Culture,13.01
July,Beach,Hot,5,o,Food,20.78
January,Historical,Hot,5,o,Adventure,15.07
July,Hill Station,Cold,4,o,Relaxation,11.45
September,Historical,Hot,5,o,Shopping,11.24
March,Beach,Hot,1,o,Adventure,18.79
April,City,Moderate,10,o,Adventure,13.8
February,Beach,Hot,10,o,Adventure,21.94
May,City,Moderate,14,o,Shopping,13.06
September,Wildlife,Hot,3,o,Culture,20.24
April,Religious,Moderate,4,o,Food,10.02
May,Hill Station,Cold,6,o,Shopping,11.71
December,Wildlife,Hot,7,o,Shopping,7.47
February,Hill Station,Moderate,3,o,Culture,9.93
April,Wildlife,Hot,10,o,Relaxation,14.06
September,Beach,Hot,6,o,Food,22.19
October,Historical,Hot,6,o,Shopping,10.05
March,City,Moderate,10,o,Relaxation,6.73
January,Religious,Moderate,7,o,Culture,10.49
July,Historical,Hot,10,o,Relaxation,11.2
February,Hill Station,Moderate,5,o,Culture,13.8
July,Beach,Hot,4,o,Shopping,19.55
May,Historical,Hot,4,o,Relaxation,8.21
March,Wildlife,Moderate,6,o,Culture,16.84
February,Wildlife,Hot,2,o,Adventure,16.59
September,Hill Station,Cold,7,o,Relaxation,12.75
January,Historical,Hot,1,o,Relaxation,5.87
March,Historical,Hot,5,o,Adventure,11.7
February,City,Moderate,1,o,Food,14.13
February,Beach,Hot,1,o,Culture,19.21
October,Wildlife,Hot,1,o,Adventure,12.21
August,Beach,Hot,2,o,Shopping,24.28
September,City,Moderate,2,o,Food,11.74
February,Wildlife,Moderate,10,o,Relaxation,12.83
November,Wildlife,Hot,14,o,Relaxation,17.9
April,Hill Station,Cold,5,o,Food,13.93
November,Hill Station,Moderate,3,o,Culture,16.24
June,Religious,Moderate,14,o,Shopping,14.96
July,City,Moderate,4,o,Shopping,10.38
April,City,Moderate,10,o,Relaxation,14.88
February,Beach,Hot,1,o,Adventure,19.16
February,Wildlife,Moderate,10,o,Relaxation,14.46
May,Beach,Hot,6,o,Adventure,19.96
April,Religious,Moderate,10,o,Food,13.04
November,Historical,Hot,14,o,Adventure,11.4
August,Religious,Moderate,1,o,Relaxation,5.88
April,City,Moderate,6,o,Shopping,14.0
May,Hill Station,Moderate,7,o,Adventure,17.61
November,Beach,Hot,7,o,Shopping,16.44
March,Religious,Moderate,6,o,Shopping,11.15
October,Religious,Moderate,3,o,Culture,15.47
July,Hill Station,Cold,2,o,Culture,13.59
January,Historical,Hot,3,o,Relaxation,9.72
April,Beach,Hot,3,o,Culture,20.74
November,Historical,Hot,6,o,Adventure,16.8
June,Religious,Moderate,6,o,Food,10.4
September,Hill Station,Moderate,4,o,Shopping,12.35
November,Beach,Hot,14,o,Culture,19.53
October,City,Moderate,4,o,Food,17.21
December,Historical,Hot,14,o,Shopping,9.56
May,City,Moderate,6,o,Adventure,12.14
November,Hill Station,Moderate,2,o,Food,13.31
October,Historical,Hot,4,o,Shopping,13.44
May,City,Moderate,5,o,Shopping,5.13
November,Religious,Moderate,5,o,Relaxation,18.65
September,Historical,Hot,4,o,Adventure,13.59
April,Hill Station,Cold,7,o,Shopping,15.45
February,Hill Station,Cold,5,o,Adventure,17.61
September,Wildlife,Moderate,5,o,Adventure,19.85
October,Wildlife,Hot,4,o,Shopping,15.57
April,Wildlife,Moderate,7,o,Adventure,14.52
September,Wildlife,Moderate,4,o,Relaxation,16.77
June,Hill Station,Cold,4,o,Adventure,9.95
March,Historical,Hot,5,o,Adventure,10.4
July,Beach,Moderate,3,o,Culture,20.45
June,Historical,Hot,2,o,Relaxation,21.23
December,City,Moderate,14,o,Food,17.08
March,Religious,Moderate,2,o,Adventure,7.27
May,Hill Station,Cold,3,o,Adventure,15.7
February,Hill Station,Cold,14,o,Culture,10.98
February,Wildlife,Moderate,10,o,Food,18.3
June,Religious,Moderate,2,o,Adventure,12.75
April,City,Moderate,14,o,Shopping,14.84
February,City,Moderate,2,o,Food,10.77
March,Beach,Hot,14,o,Culture,18.76
November,Religious,Moderate,6,o,Shopping,13.98
July,Hill Station,Moderate,2,o,Shopping,19.12
March,Wildlife,Hot,4,o,Relaxation,14.44
December,Wildlife,Moderate,2,o,Food,18.43
September,Religious,Moderate,10,o,Shopping,9.73
April,Historical,Hot,1,o,Culture,13.5
January,Hill Station,Cold,6,o,Relaxation,12.68
July,Hill Station,Moderate,1,o,Culture,19.83
March,City,Moderate,2,o,Adventure,10.92
March,Wildlife,Hot,10,o,Food,17.76
October,Historical,Hot,1,o,Adventure,9.53
May,Religious,Moderate,14,o,Relaxation,7.34
February,Historical,Hot,1,o,Adventure,10.29
July,City,Moderate,3,o,Culture,12.63
February,City,Moderate,14,o,Shopping,9.81
May,City,Moderate,5,o,Shopping,12.97
May,Historical,Hot,6,o,Adventure,6.93
September,Beach,Hot,2,o,Relaxation,16.64
May,City,Moderate,6,o,Adventure,11.7
October,City,Moderate,4,o,Relaxation,14.13
January,Wildlife,Moderate,5,o,Relaxation,13.92
October,City,Moderate,14,o,Food,11.88
July,City,Moderate,1,o,Adventure,14.93
November,City,Moderate,6,o,Adventure,15.78
February,City,Moderate,2,o,Relaxation,11.51
August,Wildlife,Moderate,1,o,Adventure,13.54
September,Historical,Hot,2,o,Shopping,9.31
September,City,Moderate,4,o,Food,13.91
March,Hill Station,Moderate,2,o,Relaxation,13.45
April,Religious,Moderate,3,o,Shopping,14.98
January,Beach,Hot,14,o,Shopping,20.34
September,City,Moderate,4,o,Shopping,15.57
October,Hill Station,Cold,7,o,Relaxation,18.19
March,Beach,Hot,7,o,Culture,18.87
May,Wildlife,Hot,5,o,Food,21.99
May,Beach,Hot,10,o,Shopping,20.92
October,Hill Station,Cold,4,o,Shopping,16.34
October,Religious,Moderate,3,o,Relaxation,9.5
March,Religious,Moderate,1,o,Relaxation,9.65
December,Beach,Hot,2,o,Adventure,20.72
April,Religious,Moderate,5,o,Relaxation,9.49
December,Hill Station,Cold,2,o,Relaxation,11.98
February,Religious,Moderate,6,o,Shopping,14.29
March,Beach,Hot,2,o,Relaxation,13.43
July,City,Moderate,14,o,Shopping,15.91
November,Religious,Moderate,4,o,Shopping,12.41
July,Religious,Moderate,6,o,Relaxation,9.9
August,Beach,Moderate,5,o,Shopping,19.17
January,Historical,Hot,7,o,Culture,12.01
January,Historical,Hot,10,o,Adventure,15.69
July,Wildlife,Hot,2,o,Relaxation,16.13
May,City,Moderate,3,o,Culture,11.22
September,Historical,Hot,2,o,Shopping,7.82
May,Wildlife,Hot,4,o,Culture,20.85
August,Historical,Hot,7,o,Culture,12.25
April,City,Moderate,10,o,Shopping,10.82
November,Beach,Hot,10,o,Relaxation,16.22
September,Historical,Hot,3,o,Food,14.36
September,Hill Station,Cold,5,o,Culture,13.84
November,Religious,Moderate,14,o,Culture,12.3
February,City,Moderate,2,o,Adventure,13.72
April,Beach,Hot,14,o,Culture,23.76
September,Wildlife,Hot,1,o,Shopping,17.98
December,Beach,Moderate,14,o,Culture,15.83
August,Historical,Hot,4,o,Adventure,13.44
December,Beach,Hot,7,o,Culture,19.79
April,City,Moderate,7,o,Food,12.04
July,Religious,Moderate,10,o,Adventure,7.91
June,Wildlife,Hot,1,o,Relaxation,19.4
April,City,Moderate,14,o,Shopping,11.82
July,City,Moderate,14,o,Relaxation,12.02
October,Hill Station,Cold,3,o,Adventure,17.49
April,Beach,Hot,10,o,Adventure,23.1
November,Historical,Hot,14,o,Adventure,9.93
December,Historical,Hot,4,o,Relaxation,9.82
January,Beach,Hot,5,o,Adventure,11.51
May,Hill Station,Cold,10,o,Adventure,8.78
April,Beach,Hot,2,o,Culture,17.14
September,Hill Station,Cold,4,o,Food,13.47
September,Hill Station,Cold,3,o,Culture,18.42
April,Religious,Moderate,7,o,Shopping,7.41
September,City,Moderate,4,o,Adventure,15.66
July,Wildlife,Moderate,6,o,Adventure,17.43
December,City,Moderate,3,o,Food,13.84
January,Hill Station,Cold,5,o,Food,14.34
April,Beach,Hot,1,o,Relaxation,20.21
April,Religious,Moderate,4,o,Relaxation,20.04
January,Beach,Hot,10,o,Shopping,21.88
February,Beach,Hot,4,o,Adventure,17.37
March,City,Moderate,2,o,Shopping,5.79
January,Beach,Hot,3,o,Shopping,22.13
March,City,Moderate,7,o,Food,22.34
April,Hill Station,Cold,2,o,Relaxation,12.88
July,Beach,Hot,4,o,Adventure,21.56
December,Religious,Moderate,14,o,Culture,5.61
March,Religious,Moderate,14,o,Shopping,10.01
July,Religious,Moderate,3,o,Shopping,13.2
June,Wildlife,Hot,5,o,Culture,13.18
April,Wildlife,Hot,7,o,Adventure,14.8
August,City,Moderate,2,o,Food,12.58
January,Wildlife,Moderate,4,o,Relaxation,17.17
August,Religious,Moderate,7,o,Food,11.85
September,Religious,Moderate,3,o,Adventure,9.33
April,Wildlife,Hot,1,o,Relaxation,17.07
September,Wildlife,Hot,14,o,Relaxation,17.13
September,Hill Station,Cold,2,o,Food,16.48
September,City,Moderate,3,o,Culture,13.47
August,Beach,Hot,4,o,Shopping,21.19
September,Beach,Hot,3,o,Adventure,19.44
July,Wildlife,Hot,14,o,Adventure,12.2
March,Hill Station,Cold,5,o,Shopping,11.9
January,City,Moderate,1,o,Adventure,11.68
February,Religious,Moderate,6,o,Adventure,14.86
December,Beach,Hot,4,o,Adventure,20.04
September,Historical,Hot,6,o,Shopping,13.53
June,Hill Station,Moderate,6,o,Relaxation,14.43
November,Historical,Hot,5,o,Food,14.19
February,City,Moderate,14,o,Relaxation,14.62
August,Beach,Moderate,14,o,Culture,20.7
May,Hill Station,Cold,14,o,Relaxation,17.7
July,Wildlife,Moderate,10,o,Culture,16.23
January,Hill Station,Cold,1,o,Shopping,10.16
November,Wildlife,Hot,5,o,Adventure,14.38
November,Beach,Hot,6,o,Culture,22.89
May,Hill Station,Cold,14,o,Food,19.52
October,Beach,Hot,2,o,Shopping,18.44
May,Beach,Moderate,14,o,Relaxation,19.96
November,Beach,Hot,1,o,Culture,14.6
October,City,Moderate,7,o,Relaxation,16.37
December,Religious,Moderate,1,o,Food,10.44
July,Religious,Moderate,4,o,Adventure,13.19
October,Beach,Hot,14,o,Food,21.05
October,Historical,Hot,14,o,Adventure,11.02
January,Beach,Hot,5,o,Adventure,22.22
May,Hill Station,Cold,14,o,Shopping,17.82
