place_id,place_name,state,latitude,longitude,place_type,month,climate,popularity_level,accessibility,budget_thousand_inr,trip_duration_days,companions,interest,safety_index,entry_fee,user_id,session_id,rating_given,review_text,travel_dates_start,travel_dates_end,device_type,engagement_score,mobility_restrictions,language_preference
5849,Manali,Himachal Pradesh,32.15318815908723,77.12835048550993,Hill Station,Mar,Arid,4.6,Easy,24,3,Friends,Food,1.2,100,2537,844645,4.9,Not worth the price.,2025-11-17,2025-11-20,mobile,56,Kids,English
5850,Goa,Goa,15.083759712745609,74.03400422261257,Beach,Nov,Humid,4.7,Hard,32,1,Solo,Culture,2.0,10,1305,124424,2.8,Could be better.,2025-08-23,2025-08-24,mobile,38,Kids,Other
5851,Goa,Goa,15.159268462023022,74.04275926090563,Beach,May,Humid,4.1,Moderate,6,1,Couple,Relaxation,2.5,100,4155,594513,1.4,Had a wonderful time.,2025-09-20,2025-09-21,mobile,68,Kids,English
5852,Varanasi,Uttar Pradesh,25.240082616013844,82.79911912204075,Spiritual,May,Tropical,1.5,Easy,17,12,Family,Culture,2.8,0,4575,302535,3.8,Had a wonderful time.,2025-07-11,2025-07-23,mobile,75,None,Hindi
5853,Leh,Ladakh,34.111830679489415,77.59264157359851,Adventure,Jan,Arid,1.4,Hard,25,9,Solo,Food,1.2,150,1978,526095,1.9,Could be better.,2025-07-19,2025-07-28,desktop,68,Kids,Hindi
5854,Udaipur,Rajasthan,24.51241605133932,73.83477324770088,Heritage,Jul,Cold,4.5,Hard,43,4,Solo,Adventure,2.2,50,2552,732889,2.7,Could be better.,2025-03-09,2025-03-13,mobile,73,Kids,Other
5855,Leh,Ladakh,34.03483825575794,77.63430465254356,Adventure,Dec,Arid,4.4,Easy,17,8,Friends,Relaxation,4.5,50,588,522413,3.2,Great for families.,2025-04-02,2025-04-10,mobile,92,Wheelchair,English
5856,Kerala,Kerala,10.969373612093772,76.18747432884219,Backwater,Dec,Temperate,2.0,Easy,7,4,Couple,Spiritual,2.6,100,4515,103919,1.2,Amazing place!,2025-05-19,2025-05-23,mobile,30,None,English
5857,Goa,Goa,15.169863231628616,74.00129560572297,Beach,Nov,Tropical,3.1,Hard,10,1,Friends,Nature,2.4,20,2678,231113,4.3,Great for families.,2025-08-05,2025-08-06,desktop,83,Wheelchair,Hindi
5858,Manali,Himachal Pradesh,32.204119271782794,77.13621172387205,Hill Station,May,Tropical,3.6,Easy,36,1,Solo,Food,4.5,20,59,433922,1.1,Amazing place!,2025-03-16,2025-03-17,mobile,3,None,Hindi
5859,Udaipur,Rajasthan,24.40894782327992,73.65095131704246,Heritage,Oct,Temperate,4.8,Easy,20,11,Solo,Adventure,3.5,100,3937,242819,3.3,Could be better.,2025-08-05,2025-08-16,mobile,13,Wheelchair,Hindi
5860,Rishikesh,Uttarakhand,30.031331365369958,78.04767439251155,Spiritual,Feb,Arid,4.3,Easy,15,8,Friends,Relaxation,3.2,150,2335,114789,4.0,Amazing place!,2025-06-23,2025-07-01,mobile,6,Wheelchair,Other
5861,Manali,Himachal Pradesh,32.137123219551036,77.22376564305617,Hill Station,Jun,Cold,2.9,Moderate,25,6,Solo,Culture,2.1,50,2636,797053,2.9,Had a wonderful time.,2025-08-28,2025-09-03,mobile,22,Kids,English
5862,Jaipur,Rajasthan,26.930775060978068,75.57752292178222,Historical,Jan,Tropical,4.1,Easy,15,5,Couple,Spiritual,4.4,100,2682,715207,4.9,Could be better.,2025-09-11,2025-09-16,desktop,2,Kids,Other
5863,Darjeeling,West Bengal,26.97683645796918,88.36383650261516,Hill Station,Feb,Tropical,4.3,Hard,13,14,Solo,Food,3.9,20,2212,434644,3.3,Amazing place!,2025-08-19,2025-09-02,mobile,56,Kids,English
5864,Rishikesh,Uttarakhand,29.942226294236026,78.29988714857646,Spiritual,May,Temperate,2.0,Moderate,29,7,Couple,Relaxation,1.4,50,3667,797493,2.8,Could be better.,2025-03-25,2025-04-01,mobile,84,Kids,English
5865,Udaipur,Rajasthan,24.628481731143676,73.59303153386045,Heritage,May,Arid,4.6,Hard,29,5,Solo,Spiritual,1.5,10,3041,834534,3.3,Not worth the price.,2025-07-05,2025-07-10,desktop,20,Wheelchair,Hindi
5866,Jaipur,Rajasthan,27.09920775359226,75.76681140892414,Historical,May,Temperate,3.0,Moderate,43,13,Friends,Culture,4.6,0,4190,988340,3.0,Had a wonderful time.,2025-12-30,2026-01-12,desktop,76,None,Hindi
5867,Leh,Ladakh,34.138041066416,77.54575437714904,Adventure,Nov,Arid,3.0,Easy,44,2,Friends,Food,4.0,50,518,210268,2.7,Amazing place!,2025-05-02,2025-05-04,mobile,77,None,English
5868,Manali,Himachal Pradesh,32.16291581856272,77.22988070499693,Hill Station,Feb,Tropical,2.2,Easy,41,12,Family,Relaxation,1.7,150,2135,239757,1.3,Amazing place!,2025-11-10,2025-11-22,mobile,42,Kids,English
5869,Kerala,Kerala,10.865179710606053,76.24550721946954,Backwater,Dec,Arid,1.8,Moderate,27,2,Friends,Food,3.6,20,780,162706,3.9,Amazing place!,2025-08-25,2025-08-27,desktop,8,Wheelchair,Other
5870,Mysore,Karnataka,12.359889996915857,76.42751834148717,Heritage,Jun,Temperate,3.9,Moderate,13,9,Family,Nature,4.7,50,3714,839792,4.0,Had a wonderful time.,2025-09-18,2025-09-27,desktop,94,None,Hindi
5871,Goa,Goa,15.339091009302848,73.96939263103158,Beach,May,Humid,2.5,Moderate,8,12,Solo,Relaxation,3.0,150,4792,347029,3.7,Had a wonderful time.,2025-07-01,2025-07-13,mobile,32,None,Other
5872,Leh,Ladakh,34.10464382648614,77.58282772345234,Adventure,Aug,Arid,1.8,Moderate,48,11,Family,Adventure,4.4,50,13,244182,4.6,Great for families.,2025-08-11,2025-08-22,desktop,99,Kids,Hindi
5873,Leh,Ladakh,34.16584514647282,77.74903278832487,Adventure,Mar,Cold,3.0,Moderate,35,13,Couple,Relaxation,4.3,150,329,191233,1.2,Amazing place!,2025-02-21,2025-03-06,mobile,27,Wheelchair,Other
5874,Goa,Goa,15.526696381468966,74.04870030688623,Beach,Dec,Cold,1.6,Moderate,31,6,Solo,Adventure,4.4,100,1307,374155,1.1,Great for families.,2025-06-12,2025-06-18,mobile,62,Kids,Hindi
5875,Goa,Goa,15.444273415317278,74.17703204530251,Beach,Mar,Cold,3.9,Hard,28,5,Family,Culture,4.1,20,3591,236599,2.8,Had a wonderful time.,2025-01-23,2025-01-28,mobile,56,Kids,Hindi
5876,Rishikesh,Uttarakhand,30.039517105967683,78.2482166914638,Spiritual,Aug,Tropical,3.3,Easy,41,9,Couple,Adventure,3.9,10,4710,335744,4.4,Could be better.,2025-12-05,2025-12-14,desktop,47,Wheelchair,English
5877,Varanasi,Uttar Pradesh,25.27218665540768,83.04670576556346,Spiritual,May,Tropical,3.2,Hard,25,2,Couple,Adventure,2.8,20,1186,659132,3.0,Great for families.,2025-11-09,2025-11-11,desktop,33,None,Other
5878,Darjeeling,West Bengal,26.998880962533004,88.33064811504454,Hill Station,Jul,Tropical,1.8,Hard,19,8,Couple,Nature,4.7,20,113,931031,4.1,Not worth the price.,2025-05-17,2025-05-25,mobile,29,Kids,English
5879,Leh,Ladakh,34.03120958878859,77.48788309768139,Adventure,Nov,Cold,3.1,Hard,28,8,Family,Adventure,2.6,50,3897,231554,1.5,Amazing place!,2025-09-23,2025-10-01,desktop,88,Kids,Hindi
5880,Udaipur,Rajasthan,24.530869936822654,73.52618214855632,Heritage,Dec,Cold,4.2,Easy,48,11,Friends,Spiritual,1.8,10,4641,934597,3.0,Had a wonderful time.,2025-03-10,2025-03-21,mobile,11,None,English
5881,Darjeeling,West Bengal,27.004923458509175,88.37988123320619,Hill Station,Sep,Humid,3.3,Easy,16,7,Solo,Culture,3.6,150,2195,216963,2.4,Great for families.,2025-12-28,2026-01-04,desktop,11,Wheelchair,English
5882,Kerala,Kerala,10.83934773914214,76.1445952619684,Backwater,Jan,Temperate,2.7,Hard,39,11,Couple,Relaxation,2.7,20,338,193684,5.0,Great for families.,2025-05-07,2025-05-18,mobile,60,Kids,Other
5883,Varanasi,Uttar Pradesh,25.363045991502503,83.01576144838965,Spiritual,Nov,Humid,2.2,Hard,25,3,Friends,Adventure,1.3,20,4365,351959,2.8,Not worth the price.,2025-01-17,2025-01-20,mobile,53,Wheelchair,Hindi
5884,Darjeeling,West Bengal,27.096493898991696,88.37339619454725,Hill Station,Jun,Temperate,4.9,Moderate,45,8,Couple,Culture,4.8,50,2455,433483,1.8,Great for families.,2025-08-19,2025-08-27,desktop,87,Kids,Other
5885,Mysore,Karnataka,12.38824072825989,76.57295698312981,Heritage,Feb,Arid,1.1,Moderate,24,10,Solo,Food,4.9,50,883,829932,3.7,Amazing place!,2025-02-28,2025-03-10,desktop,11,None,Hindi
5886,Udaipur,Rajasthan,24.594981242923094,73.65887047939466,Heritage,Feb,Humid,4.9,Easy,27,7,Family,Relaxation,1.1,100,1928,975088,4.2,Not worth the price.,2025-01-28,2025-02-04,desktop,8,Kids,Other
5887,Jaipur,Rajasthan,26.896882034972656,75.98122544887615,Historical,Mar,Tropical,2.0,Hard,40,10,Couple,Adventure,2.2,0,2035,856876,2.8,Great for families.,2025-07-02,2025-07-12,desktop,14,Kids,English
5888,Udaipur,Rajasthan,24.47737049138297,73.76435111087157,Heritage,Jan,Cold,3.1,Easy,42,4,Couple,Relaxation,4.8,50,3609,601482,2.1,Could be better.,2025-10-13,2025-10-17,desktop,72,Wheelchair,Other
5889,Varanasi,Uttar Pradesh,25.214217463897363,83.11721014025237,Spiritual,Jan,Temperate,1.4,Easy,33,2,Family,Culture,3.7,100,2708,633738,2.6,Had a wonderful time.,2025-12-06,2025-12-08,mobile,69,None,English
5890,Udaipur,Rajasthan,24.605660199936786,73.6838927184699,Heritage,Dec,Tropical,4.5,Moderate,10,4,Solo,Relaxation,2.5,20,1389,504580,1.8,Amazing place!,2025-02-15,2025-02-19,mobile,1,Kids,English
5891,Manali,Himachal Pradesh,32.31548453150377,76.90267710833301,Hill Station,Sep,Cold,1.5,Easy,37,12,Family,Nature,1.3,150,3844,422638,3.7,Great for families.,2025-01-23,2025-02-04,mobile,49,None,English
5892,Mysore,Karnataka,12.222515628256684,76.74875918767121,Heritage,Mar,Humid,2.9,Easy,15,5,Solo,Spiritual,4.7,0,4973,947947,2.2,Great for families.,2025-03-19,2025-03-24,mobile,58,None,English
5893,Goa,Goa,15.259574150561342,73.88136746681778,Beach,Oct,Tropical,2.9,Moderate,24,12,Couple,Culture,3.8,50,4423,940351,3.6,Not worth the price.,2025-04-23,2025-05-05,desktop,18,Wheelchair,Other
5894,Rishikesh,Uttarakhand,29.9926806527896,78.41687972148262,Spiritual,Dec,Tropical,1.8,Hard,40,3,Friends,Food,2.0,0,3662,711757,3.6,Had a wonderful time.,2025-03-20,2025-03-23,desktop,94,Wheelchair,English
5895,Darjeeling,West Bengal,27.033810056930037,88.10988368695476,Hill Station,Sep,Arid,1.1,Hard,24,4,Couple,Culture,4.4,100,1240,961232,4.9,Not worth the price.,2025-09-07,2025-09-11,mobile,15,Kids,Hindi
5896,Udaipur,Rajasthan,24.687545018198342,74.00007891975658,Heritage,Dec,Tropical,1.1,Easy,12,8,Couple,Nature,1.9,50,2853,915533,3.5,Not worth the price.,2025-09-08,2025-09-16,desktop,71,Kids,English
5897,Kerala,Kerala,10.851748057134023,76.29550984706766,Backwater,Jan,Cold,1.2,Easy,12,4,Friends,Food,4.9,0,2802,902646,2.0,Amazing place!,2025-09-09,2025-09-13,desktop,75,Kids,English
5898,Udaipur,Rajasthan,24.560569424038963,73.64102178240482,Heritage,Dec,Tropical,3.0,Hard,19,5,Couple,Spiritual,4.5,0,4786,656841,3.6,Had a wonderful time.,2025-11-05,2025-11-10,desktop,21,Kids,Other
5899,Leh,Ladakh,34.28169649487725,77.60537467652357,Adventure,Feb,Temperate,1.3,Moderate,26,7,Couple,Culture,1.8,0,3550,496290,2.0,Had a wonderful time.,2025-12-18,2025-12-25,mobile,92,Kids,Hindi
5900,Manali,Himachal Pradesh,32.11539101633692,77.24135466695688,Hill Station,Dec,Humid,2.7,Easy,31,14,Family,Culture,2.5,100,1205,159981,3.1,Not worth the price.,2025-07-19,2025-08-02,mobile,11,Kids,Other
5901,Jaipur,Rajasthan,26.848090034883402,75.76947508648848,Historical,Feb,Temperate,2.9,Hard,39,1,Family,Nature,4.1,150,1457,264929,3.3,Not worth the price.,2025-06-16,2025-06-17,mobile,85,Wheelchair,English
5902,Jaipur,Rajasthan,26.93881463731501,76.0688622244372,Historical,Mar,Arid,3.9,Hard,12,4,Family,Nature,1.6,150,2479,717257,4.1,Had a wonderful time.,2025-08-02,2025-08-06,desktop,25,Kids,English
5903,Kerala,Kerala,10.756445747263918,76.4469718743601,Backwater,Apr,Temperate,2.2,Hard,10,3,Family,Nature,3.7,50,4214,768523,2.6,Amazing place!,2025-05-11,2025-05-14,desktop,77,Kids,English
5904,Mysore,Karnataka,12.38885650113386,76.59675136452123,Heritage,Jan,Arid,3.3,Easy,6,13,Friends,Adventure,3.7,150,779,435108,2.5,Not worth the price.,2025-10-06,2025-10-19,desktop,63,Kids,English
5905,Kerala,Kerala,10.801369740730228,76.15142213068133,Backwater,Feb,Temperate,2.3,Easy,27,9,Friends,Food,4.1,100,1281,900390,2.6,Had a wonderful time.,2025-03-25,2025-04-03,desktop,30,Wheelchair,Hindi
5906,Goa,Goa,15.368499001318009,74.11672197213858,Beach,Mar,Cold,3.4,Moderate,37,6,Couple,Culture,3.1,20,2660,585141,2.8,Great for families.,2025-06-10,2025-06-16,desktop,15,Kids,English
5907,Varanasi,Uttar Pradesh,25.284457954339455,82.9788950916042,Spiritual,Dec,Temperate,1.7,Hard,35,4,Solo,Relaxation,1.8,20,3445,938984,2.7,Amazing place!,2025-01-10,2025-01-14,desktop,24,Kids,Other
5908,Jaipur,Rajasthan,26.963571386487914,75.84172580296733,Historical,Jul,Arid,3.3,Hard,11,2,Family,Adventure,1.6,150,1793,583601,1.6,Had a wonderful time.,2025-09-26,2025-09-28,mobile,22,Kids,Other
5909,Mysore,Karnataka,12.245815960386075,76.60950391692904,Heritage,Dec,Temperate,1.1,Easy,8,10,Couple,Nature,2.3,10,2738,762322,2.8,Great for families.,2025-11-16,2025-11-26,desktop,52,Kids,Other
5910,Leh,Ladakh,33.97358409934633,77.67751944525757,Adventure,Dec,Cold,2.9,Hard,44,4,Friends,Relaxation,1.2,50,897,238593,1.5,Had a wonderful time.,2025-04-09,2025-04-13,mobile,31,Wheelchair,Other
5911,Goa,Goa,15.06949089261144,74.10069133084781,Beach,Feb,Arid,4.9,Easy,15,9,Friends,Relaxation,3.7,50,3085,542914,4.0,Amazing place!,2025-10-19,2025-10-28,mobile,55,Wheelchair,English
5912,Kerala,Kerala,10.75773532198207,76.37237437587767,Backwater,May,Arid,2.8,Easy,10,9,Solo,Nature,1.4,100,3277,535880,5.0,Amazing place!,2025-03-24,2025-04-02,mobile,74,None,English
5913,Leh,Ladakh,34.08530166073967,77.66043910652657,Adventure,Feb,Arid,2.0,Easy,39,5,Family,Spiritual,3.3,50,3579,974976,1.1,Had a wonderful time.,2025-11-12,2025-11-17,desktop,32,Kids,Other
5914,Rishikesh,Uttarakhand,30.13676345210899,78.35128087850025,Spiritual,Dec,Tropical,2.6,Easy,11,2,Couple,Culture,2.3,150,4373,856626,3.9,Had a wonderful time.,2025-02-08,2025-02-10,mobile,89,Wheelchair,Other
5915,Jaipur,Rajasthan,26.848884143579777,75.67492769641315,Historical,Jun,Cold,2.7,Moderate,27,1,Friends,Culture,3.2,50,3255,628646,2.0,Had a wonderful time.,2025-01-24,2025-01-25,desktop,97,Kids,Other
5916,Goa,Goa,15.322020183038171,73.95110949163566,Beach,Nov,Arid,2.1,Hard,11,13,Solo,Culture,4.9,150,2237,689154,2.1,Not worth the price.,2025-03-10,2025-03-23,mobile,73,Kids,English
5917,Goa,Goa,15.366256172863999,74.04599771389078,Beach,Nov,Temperate,3.2,Moderate,34,3,Family,Food,4.1,100,3590,252640,3.6,Had a wonderful time.,2025-03-22,2025-03-25,desktop,66,Kids,Hindi
5918,Jaipur,Rajasthan,26.97889056441651,75.70872835932587,Historical,Oct,Temperate,2.1,Easy,43,10,Family,Nature,2.5,150,4753,407582,1.1,Amazing place!,2025-02-25,2025-03-07,desktop,94,None,English
5919,Goa,Goa,15.335821568433387,74.14272794785383,Beach,Jul,Cold,1.4,Hard,37,2,Couple,Nature,1.3,100,1648,161380,2.7,Not worth the price.,2025-09-25,2025-09-27,mobile,87,None,Hindi
5920,Darjeeling,West Bengal,27.10951939417234,88.15107045975002,Hill Station,Jun,Arid,4.4,Moderate,15,2,Couple,Spiritual,1.2,20,357,517952,3.5,Had a wonderful time.,2025-09-26,2025-09-28,desktop,28,Kids,English
5921,Kerala,Kerala,10.928420803516413,76.45871181174341,Backwater,Nov,Temperate,3.9,Moderate,32,5,Solo,Spiritual,3.9,20,3128,821383,3.0,Not worth the price.,2025-03-05,2025-03-10,mobile,20,Kids,Hindi
5922,Rishikesh,Uttarakhand,30.150543736253915,78.31421764062408,Spiritual,Mar,Temperate,4.7,Hard,45,3,Solo,Nature,2.2,100,347,544126,5.0,Amazing place!,2025-03-29,2025-04-01,desktop,31,None,Hindi
5923,Varanasi,Uttar Pradesh,25.234812160306596,83.01479768372577,Spiritual,Dec,Tropical,4.3,Hard,12,11,Friends,Food,2.7,50,1789,418483,1.7,Great for families.,2025-05-22,2025-06-02,mobile,61,None,English
5924,Goa,Goa,15.12245284396227,74.16605772768612,Beach,Jun,Tropical,2.9,Hard,13,8,Family,Spiritual,3.4,20,511,227103,2.4,Had a wonderful time.,2025-01-01,2025-01-09,desktop,92,Wheelchair,Other
5925,Darjeeling,West Bengal,27.090880864587593,88.30655042677671,Hill Station,Nov,Humid,2.2,Easy,29,8,Couple,Nature,4.4,100,3980,779603,2.2,Had a wonderful time.,2025-11-07,2025-11-15,mobile,47,Kids,Hindi
5926,Mysore,Karnataka,12.291678359117507,76.43476104541953,Heritage,Jun,Tropical,2.3,Moderate,18,9,Couple,Food,3.3,150,2493,195990,2.5,Not worth the price.,2025-10-28,2025-11-06,desktop,84,Wheelchair,Hindi
5927,Mysore,Karnataka,12.305646962373219,76.60763346961784,Heritage,Dec,Cold,3.1,Moderate,10,13,Friends,Spiritual,4.9,0,4439,248159,3.5,Not worth the price.,2025-04-30,2025-05-13,mobile,20,Kids,English
5928,Mysore,Karnataka,12.416230615464805,76.76734519634611,Heritage,Nov,Humid,2.2,Easy,10,4,Solo,Relaxation,2.7,20,1897,283484,3.7,Could be better.,2025-06-08,2025-06-12,mobile,7,None,Other
5929,Leh,Ladakh,34.01955515685661,77.6322990594042,Adventure,Sep,Cold,1.2,Hard,44,14,Couple,Adventure,3.4,0,2221,939369,2.6,Great for families.,2025-01-13,2025-01-27,mobile,68,Wheelchair,Hindi
5930,Leh,Ladakh,34.16760183751133,77.53777077916284,Adventure,Feb,Tropical,3.7,Hard,31,14,Friends,Spiritual,4.7,0,2946,545409,4.3,Amazing place!,2025-03-30,2025-04-13,mobile,45,Kids,Hindi
5931,Leh,Ladakh,34.092735381335004,77.52158293550377,Adventure,Sep,Cold,1.8,Moderate,11,13,Family,Culture,2.5,50,4525,382295,4.5,Not worth the price.,2025-06-12,2025-06-25,mobile,55,None,Other
5932,Goa,Goa,15.258066339034535,74.15815535290037,Beach,Mar,Humid,3.3,Moderate,26,14,Friends,Spiritual,4.1,150,3894,696704,2.0,Had a wonderful time.,2025-07-05,2025-07-19,mobile,77,Wheelchair,Other
5933,Jaipur,Rajasthan,26.943739341412527,75.6993227290915,Historical,Oct,Tropical,4.7,Moderate,7,14,Friends,Adventure,2.7,150,3040,500360,2.9,Could be better.,2025-04-30,2025-05-14,desktop,77,Kids,Hindi
5934,Mysore,Karnataka,12.245799345665558,76.79747577800818,Heritage,Jun,Arid,3.4,Moderate,18,12,Friends,Adventure,1.6,50,1435,260041,2.4,Great for families.,2025-12-09,2025-12-21,desktop,32,Kids,Hindi
5935,Manali,Himachal Pradesh,32.236078092921595,77.08531721358122,Hill Station,Jun,Arid,4.0,Easy,17,6,Friends,Relaxation,1.3,0,2238,713693,2.9,Amazing place!,2025-02-17,2025-02-23,mobile,90,None,Hindi
5936,Kerala,Kerala,10.908006382580137,76.31907983583596,Backwater,Feb,Temperate,4.6,Hard,13,2,Friends,Food,4.6,10,3016,931743,2.9,Great for families.,2025-10-29,2025-10-31,mobile,17,Kids,Other
5937,Manali,Himachal Pradesh,32.28307030674144,77.1736353089234,Hill Station,Jan,Humid,3.8,Moderate,30,5,Solo,Relaxation,1.0,50,1850,528498,2.9,Not worth the price.,2025-02-06,2025-02-11,desktop,38,Kids,Hindi
5938,Varanasi,Uttar Pradesh,25.27757482470662,83.01795302587551,Spiritual,Apr,Tropical,2.3,Easy,41,6,Friends,Food,3.3,100,481,341445,4.7,Could be better.,2025-02-25,2025-03-03,mobile,50,None,Other
5939,Kerala,Kerala,10.876090747601193,76.31556414471822,Backwater,Feb,Temperate,2.7,Hard,17,2,Solo,Food,2.0,150,4239,724732,4.0,Amazing place!,2025-09-13,2025-09-15,mobile,58,None,English
5940,Rishikesh,Uttarakhand,30.099453205717147,78.29577636393836,Spiritual,Apr,Cold,2.9,Moderate,8,14,Solo,Nature,4.2,10,3963,531521,4.0,Great for families.,2025-06-11,2025-06-25,desktop,40,Wheelchair,Other
5941,Jaipur,Rajasthan,27.07975448617522,75.90784675800263,Historical,Dec,Humid,4.8,Moderate,25,8,Friends,Relaxation,4.0,150,1417,348533,1.1,Not worth the price.,2025-12-29,2026-01-06,desktop,4,Kids,Hindi
5942,Rishikesh,Uttarakhand,30.08571904309724,78.24158835777529,Spiritual,Jan,Temperate,1.2,Moderate,28,11,Solo,Spiritual,4.2,0,4220,331936,4.4,Had a wonderful time.,2025-07-07,2025-07-18,mobile,30,Kids,Hindi
5943,Darjeeling,West Bengal,27.013239358500435,88.26044125083382,Hill Station,Jun,Cold,2.1,Moderate,23,12,Solo,Spiritual,2.3,50,2028,385673,2.3,Not worth the price.,2025-01-06,2025-01-18,mobile,90,Kids,English
5944,Udaipur,Rajasthan,24.677655920574075,73.58202055525796,Heritage,Jan,Humid,1.5,Easy,19,8,Solo,Nature,4.9,10,1492,349948,1.5,Great for families.,2025-07-11,2025-07-19,mobile,19,Wheelchair,Hindi
5945,Udaipur,Rajasthan,24.601634111147153,73.84740676266003,Heritage,Jul,Cold,3.2,Easy,43,9,Solo,Adventure,4.4,50,322,987681,2.8,Amazing place!,2025-09-24,2025-10-03,desktop,38,None,Other
5946,Udaipur,Rajasthan,24.67146592087175,73.7689175305199,Heritage,Mar,Arid,4.0,Easy,18,6,Family,Adventure,4.3,100,965,452681,4.6,Not worth the price.,2025-12-13,2025-12-19,desktop,93,None,Hindi
5947,Leh,Ladakh,34.15601395188271,77.44169860870463,Adventure,Nov,Arid,3.1,Hard,13,14,Solo,Culture,4.4,20,395,270305,3.5,Not worth the price.,2025-06-27,2025-07-11,desktop,88,Wheelchair,English
5948,Udaipur,Rajasthan,24.665391982469867,73.83136348824593,Heritage,Feb,Temperate,4.2,Moderate,17,5,Solo,Food,4.3,150,2001,411061,4.7,Great for families.,2025-06-23,2025-06-28,mobile,21,Kids,Other
5949,Varanasi,Uttar Pradesh,25.294961239646774,83.09601903320745,Spiritual,Mar,Cold,2.7,Moderate,31,14,Friends,Food,2.0,100,3146,313078,2.8,Amazing place!,2025-07-06,2025-07-20,desktop,70,Kids,Other
5950,Rishikesh,Uttarakhand,30.122683876416648,78.16179421069133,Spiritual,Jul,Humid,2.6,Hard,19,6,Couple,Relaxation,2.3,20,2559,313644,4.6,Had a wonderful time.,2025-02-13,2025-02-19,desktop,59,None,Other
5951,Darjeeling,West Bengal,26.97264426779644,88.21640673324536,Hill Station,May,Cold,2.2,Hard,46,2,Friends,Adventure,1.4,100,1888,132839,3.1,Had a wonderful time.,2025-03-27,2025-03-29,desktop,45,Wheelchair,Hindi
5952,Mysore,Karnataka,12.31786067090175,76.61703471761692,Heritage,Dec,Arid,2.6,Hard,22,4,Couple,Culture,1.5,0,3555,816021,3.4,Not worth the price.,2025-08-23,2025-08-27,desktop,61,Wheelchair,English
5953,Kerala,Kerala,10.958607104528946,76.36744930174682,Backwater,Jun,Arid,1.0,Easy,44,6,Couple,Culture,2.4,20,1074,745955,2.9,Amazing place!,2025-09-03,2025-09-09,mobile,30,Wheelchair,Hindi
5954,Udaipur,Rajasthan,24.910668780072548,73.69600869913798,Heritage,Nov,Humid,3.4,Moderate,29,13,Couple,Food,2.3,10,1097,896640,4.3,Had a wonderful time.,2025-04-13,2025-04-26,desktop,36,Wheelchair,Hindi
5955,Kerala,Kerala,10.820593955883377,76.23814648015568,Backwater,Sep,Humid,2.7,Easy,29,12,Couple,Food,3.7,150,58,655724,4.5,Great for families.,2025-06-07,2025-06-19,desktop,46,Kids,Hindi
5956,Goa,Goa,15.504171620706083,74.29686104691548,Beach,Jul,Humid,3.1,Easy,32,4,Couple,Spiritual,1.1,100,1880,808704,3.6,Not worth the price.,2025-04-11,2025-04-15,mobile,38,Wheelchair,Hindi
5957,Rishikesh,Uttarakhand,30.13926652784254,78.07503629764194,Spiritual,Dec,Tropical,2.3,Moderate,6,13,Family,Food,1.5,100,1798,559449,3.5,Could be better.,2025-02-12,2025-02-25,desktop,14,None,Other
